ID,Name,ISO639P3code,Level,Parent_ID
bina1271,Bina (Papua New Guinea),bmn,language,mago1247
bina1273,Binaharic,,family,mail1249
bina1275,Binahari-Neme,bxz,language,bina1273
bina1276,Greater Binanderean,,family,nucl1709
bina1277,Binandere,bhg,language,nucl1603
bina1279,Binanderean,,family,bina1276
bine1240,Bine,bon,language,east2503
bini1246,Bini,bin,language,cent2259
binj1249,Binji,bpj,language,mbag1239
bino1237,Binongan Itneg,itb,language,itne1252
bint1245,Bintauna,bne,language,goro1273
bint1246,Bintulu,bny,language,nort3171
binu1244,Talaandig-Binukid,bkd,language,buki1251
binu1245,Binumarien,bjr,language,tair1260
bipi1237,Bipi,biq,language,west2848
bira1253,Ongota,bxe,language,
bira1254,Birao,brr,language,sout2854
birg1239,Birgit,btf,language,birg1240
birg1240,Birgit-Mogum-Toram,,family,dang1275
birh1242,Birhor,biy,language,mund1336
biri1256,Biri,bzr,language,east2716
biri1257,Birifor,,family,nort3237
biri1259,Biritai,bqq,language,erit1238
birk1242,Birked,brk,language,cent2232
birr1240,Birri,bvq,language,uncl1501
birw1238,Birwa,brl,language,nort3233
bisa1262,Bisa-Lamba (M.50),,family,cent2321
bisa1265,Bisa-Busa,,family,east2697
bisa1268,Bisayan,,family,cent2246
bisa1270,Bisaya-Lotud,,family,grea1293
bise1238,Biseni,ije,language,inla1259
bish1244,Bishnupriya Manipuri,bpy,language,gaud1238
bish1246,Bishuo,bwh,language,sout3152
bisi1244,Bisis,bnw,language,nucl1586
bisl1239,Bislama,bis,language,earl1243
biso1241,Bisoid,,family,biso1244
biso1243,Bisorio,bir,language,oute1259
biso1244,Bisoid-Hanic,,family,hani1249
biss1248,Bissa,bib,language,bisa1265
bisu1244,Bisu,bzi,language,bisu1246
bisu1246,Bisu-Pyen-Laomian,,family,biso1241
bita1251,Bitare,brt,language,nort3192
bitt1240,Bit,bgk,language,khao1243
bitu1242,Bitur,mcc,language,nucl1713
bium1270,Marghic,,family,bura1296
bium1271,Bataic,,family,sout3145
bium1274,Dabaic,,family,sout3145
bium1275,Teraic,,family,sout3145
bium1279,Musguic,,family,nort3156
bium1280,Biu-Mandara,,family,chad1250
biwa1243,Biwat,bwm,language,bunm1234
biyo1243,Biyo,byo,language,bika1252
biyo1244,Biyom,bpm,language,unun9972
blaa1241,Blaan,,family,tbol1241
blab1237,Blablanga,blp,language,zaza1247
blac1269,Black Tai,,family,sout2743
blaf1238,Mblafe-Ránmo,bfh,language,tond1250
blag1240,Blagar,beu,language,blag1241
blag1241,Blagaric,,family,stra1245
blan1242,Blang,blr,language,bula1260
blis1239,Blissymbols,zbl,language,arti1236
boan1242,Boano (Maluku),bzn,language,east2468
boan1243,Boano (Sulawesi),bzl,language,toli1244
boan1245,Boana,,family,erap1240
boan1246,Boanaki-Paiwa,,family,arei1235
boaz1244,Boazi,,family,mari1437
boba1248,Bobangic,,family,ngir1254
boba1249,Bobangic Riverain,,family,boba1248
boba1250,Bobangi-Bangala-Lingala,,family,boba1249
bobo1253,Bobo,,family,duun1243
bobo1254,Bobot,bty,language,east2748
bobo1255,Bobongko,bgb,language,salu1252
boca1235,Bo-Cari,,family,nort2678
bodi1256,Bodic,,family,sino1245
bodi1257,Bodish,,family,bodi1256
bodo1266,Bodo Parja,bdv,language,macr1269
bodo1267,Bodo Gadaba,gbj,language,guto1244
bodo1269,Bodo-Mech,brx,language,bodo1280
bodo1272,Bodo (Central African Republic),boy,language,unun9928
bodo1279,Bodo-Garo,,family,brah1260
bodo1280,Bodo-Mech-Kachari,,family,tiwa1256
bofi1238,Bofi,bff,language,mbod1237
boga1247,Bogaya,boq,language,
boga1251,Boga,bvw,language,east2649
bogh1240,Boghomic,,family,sout3161
bogh1241,Boghom,bux,language,bogh1240
bogu1241,Boguru,bqu,language,unun9928
boht1238,Gardabani Bohtan Neo-Aramaic,bhn,language,boht1239
boht1239,Bohtan,,family,cent2217
boik1241,Boikin,bzf,language,nduu1242
bokh1236,Bokha-Phuma,,family,nucl1309
bokh1237,Bokha,ybk,language,bokh1236
boko1260,Bokoto-Gbeya,,family,gbay1282
boko1261,Bokoto,bdt,language,boko1260
boko1263,Boko (Democratic Republic of Congo),bkp,language,loba1240
boko1265,Boko-Busa,,family,busa1252
boko1266,Boko (Benin),bqc,language,boko1265
boko1267,Bokobaru,bus,language,boko1265
boky1238,Bokyi,bky,language,nucl1801
bola1250,Bola,bnp,language,bola1253
bola1252,Bolango,bld,language,goro1273
bola1253,Bola-Bulu,,family,will1243
bola1254,Bolanci-Bele,,family,ngam1283
bole1261,Boleic,,family,west2715
bolg1249,Bolgar,,family,turk1311
bolg1250,Bolgarian,xbo,language,bolg1249
bolg1251,Bolgo,bvo,language,uncl1499
boli1255,Bolia,bli,language,boli1263
boli1256,Bolinao,smk,language,tina1255
boli1260,Bolivian Arawakan,,family,sout3131
boli1261,Bolivian Nawa,,family,pano1257
boli1262,Bolivian-Argentinian Quechua,,family,quec1389
boli1263,Bolia-Ntomba,,family,mong1351
bolo1261,Kibala,blv,language,mbun1247
bolo1262,Boloki,bkt,language,boba1249
bolo1263,Bolondo,bzm,language,mote1237
bolo1266,Bolon,bof,language,east2425
bolo1268,Bolongan,blj,language,unun9995
boly1239,Bolyu,ply,language,boly1240
boly1240,Pakanic,,family,mang1377
boma1246,Boma Yumu,boh,language,kwak1270
boma1248,Tiinic,,family,saka1301
bomb1261,Bomboli-Bozaba,bml,language,bomb1265
bomb1262,Bomboma,bws,language,bomb1265
bomb1263,Bomberai,,family,sout3229
bomb1265,Bombomic,,family,ngir1250
bomi1238,Bomitaba,zmx,language,impf1234
bomk1234,Bom-Kim,bmf,language,nort3167
bomu1247,Bomu,bmq,language,bwam1247
bomw1238,Bomwali,bmw,language,maka1323
bona1250,Bonan,peh,language,baoa1237
bona1256,Bonam-Monam,,family,hres1236
bond1245,Bondo,bfw,language,guto1244
bond1246,Bondoukou Kulango,kzc,language,kula1277
bond1247,Bondei,bou,language,bond1249
bond1248,Najamba-Kindige,dbu,language,yand1255
bond1249,Bondei-Shambala,,family,seut1234
bone1254,Bonerate,bna,language,tuka1246
bone1255,Bonerif,bnv,language,coas1312
bong1282,Bon Gula,glc,language,goul1244
bong1284,Bongili,bui,language,moki1244
bong1285,Bongo,bot,language,sara1341
bong1287,Bonggo,bpg,language,sarm1242
bong1289,Bonggi,bdg,language,nort3172
bong1291,Bongu,bpu,language,mind1258
bonj1234,Impfondo,bok,language,impf1234
bonk1243,Bonkeng,bvg,language,lund1274
bonk1244,Bonkiman,bop,language,kewi1241
bont1246,Bontok-Kankanay,,family,nucl1754
bont1247,Bontok,bnc,family,bont1246
book1241,Bookan,bnb,language,nort3186
boon1242,Boon,bnl,language,unun9873
boor1242,Boor,bvf,language,east2644
bopa1235,Bo (Papua New Guinea),bpw,language,iter1240
bora1262,Boran,,family,
bora1263,Bora,boa,language,bora1262
bora1271,Borana-Arsi-Guji Oromo,gax,language,cent2303
bord1247,Border,,family,
bord1248,Border Kuna,kvn,language,kuna1280
bore1247,Borei,gai,language,wagg1235
borg1235,Borgu Fulfulde,fue,language,fula1264
bori1243,Bori-Karko,adi,language,east2361
born1254,Borneo Coast Bajaw,,family,sulu1242
boro1277,Boro (Ethiopia),bwo,language,gong1256
boro1279,Borong,ksr,language,koso1246
boro1281,Bororoan,,family,
boro1282,Bororo,bor,language,boro1285
boro1283,Boro,xxb,language,nato1234
boro1284,Boroic,,family,bodo1279
boro1285,Bororo-Otuke,,family,boro1281
boru1244,Bo-Rukul,mae,language,sout2800
boru1252,Boruca,brn,language,west2641
bosa1245,Bosavi,,family,
bosa1246,Bosavi Watershed,,family,bosa1245
bose1237,Boselewa,bwf,language,bose1238
bose1238,Boselewa-Galeya,,family,dobu1240
bosn1247,Bosngun-Awar,,family,wagg1235
bosn1248,Bosngun,bqs,language,bosn1247
bota1239,Botatwe,,family,east2731
bote1238,Bote,bmj,language,kusw1234
botl1242,Botlikh,bph,language,botl1243
botl1243,Botlikh-Godoberi,,family,andi1254
boto1242,Botolan Sambal,sbl,language,abel1234
boto1250,Botovro-Vovo-Vao,,family,nort3230
boun1243,Bouna Kulango,nku,language,kula1277
boun1245,Bo-Ung,mux,language,melp1239
boun1246,Bouni-Bobe,suo,language,lago1243
bouy1240,Bouyei,pcc,language,nort3189
bowa1234,Manus Koro,kxr,language,koro1314
boze1240,Boze-Loro,,family,nort3215
bozo1252,Bozo,,family,soni1257
brag1240,Bragat,aof,language,brag1241
brag1241,Bragat-Aruop-Amol,,family,nucl1722
brah1256,Brahui,brh,language,nort2698
brah1260,Brahmaputran,,family,sino1245
braj1242,Braj,bra,language,west2812
braz1247,Brazil-Portugal Portuguese,,family,macr1272
brek1238,Brek Karen,kvl,language,kaya1316
brem1238,Barem,buq,language,mane1269
brer1240,Breri,brq,language,brer1241
brer1241,Breri-Romkun,,family,tamo1242
bret1244,Breton,bre,language,sout3176
brib1243,Bribri,bzd,language,vice1244
brin1245,Bringen,,family,west2434
brit1244,Brithenig,bzt,language,arti1236
brit1245,British Romani,,family,roma1330
brok1247,Brokskat,bkk,language,shin1270
brok1248,Brokpake,sgt,language,sout3217
brok1249,Dur Brokkat,bro,language,sout3217
broo1238,Broome Pearling Lugger Pidgin,bpl,language,mala1547
broo1239,Brooke's Point Palawano,plw,language,broo1240
broo1240,Brooke-Canipaan Palawan,,family,nucl1738
brou1236,Brou-So,,family,west1492
brun1242,Brunei,kxd,language,brun1246
brun1245,Brunei Bisaya-Dusun,bsb,language,bisa1270
brun1246,Brunei-Bacan Malay,,family,brun1252
brun1252,Bruneic Malay,,family,bera1266
bryt1239,Brythonic,,family,insu1254
bsli1234,BSLic,,family,deaf1237
buaa1245,Bua,bub,language,buai1235
buai1235,Ba-Korom,,family,bual1236
buak1234,Bua-Kim-Day,,family,nort3149
bual1235,Bualkhaw Chin,cbl,language,fala1242
bual1236,Bua-Lua,,family,buan1246
buam1238,Buamu,box,language,nucl1742
buan1245,Buang linkage,,family,sout2878
buan1246,Riverine Bua,,family,adam1257
bube1242,Bube,bvb,language,mbam1254
bubi1250,Bubi,buw,language,sout3191
bude1236,Budeh Stieng,stt,language,stie1250
budi1249,Budibud,btp,language,kili1266
budj1234,Bujaic,,family,mote1237
budj1235,Budja (C.37),,family,budj1234
budo1241,Budong-Budong,bdx,language,pana1302
budu1248,Budukh,bdk,language,sout2753
budu1250,Budu,buu,language,budu1266
budu1265,Buduma,bdm,language,koto1267
budu1266,Budu-Ndaka-Mbo,,family,nyal1255
budz1238,Budza,bja,language,budj1235
buga1247,Bugan,bbh,language,boly1240
buga1250,Bugawac,buk,language,nort2858
bugh1239,Bughotu,bgt,language,ngge1240
bugi1243,Tamanic-Bugis,,family,sout2923
bugi1244,Buginese,bug,language,bugi1245
bugi1245,Bugis,,family,bugi1243
bugl1243,Buglere,sab,language,guay1266
bugu1246,Bugun,bgg,language,khob1235
buhi1244,Buhid-Taubuid,,family,sout2915
buhi1245,Buhid,bku,language,buhi1244
buhu1237,Buhutu,bxh,language,suau1243
buin1247,Buinic,,family,sout2948
buin1248,Buin,,family,buin1247
bujh1238,Bujhyal,byh,language,chep1244
buka1257,Bukar-Sadung Bidayuh,sdo,language,sado1238
buka1261,Bukat,bvk,language,buka1263
buka1262,Buka,,family,nucl1750
buka1263,Bukat-Ukit-Beketan-Lugat-Lisum,,family,puna1280
bukh1238,Bukharic,bhh,language,taji1250
buki1247,Bukit Malay,bvu,language,banj1241
buki1248,Bukitan,bkn,language,buka1263
buki1249,Bukiyip,ape,language,buki1250
buki1250,Bukiyip-Abu,,family,mufi1239
buki1251,Bukidnon,,family,kina1254
bukp1239,Bukpic,,family,nucl1801
buks1238,Buksa,tkb,language,unun9886
buku1249,Bukusu,bxk,language,buku1251
buku1251,Bukusuic,,family,saam1284
bukw1238,Bukwen,buz,language,naki1240
bula1259,Bulaka River,,family,
bula1260,Bulangic,,family,waic1245
bulg1262,Bulgarian,bul,language,mace1252
bulg1265,Bulgebi,bmp,language,uncl1512
buli1253,Buli-Koma,,family,otiv1239
buli1254,Buli (Ghana),bwu,language,buli1253
buli1255,Buli (Indonesia),bzq,language,cent2270
bull1245,Southern Mel,,family,mela1257
bull1246,Bullom,,family,bull1245
bull1247,Bullom So,buy,language,nort3167
bulo1242,Bulo Stieng,sti,language,stie1250
bulu1251,Bulu (Cameroon),bum,language,yaun1239
bulu1253,Bulu (Papua New Guinea),bjl,language,bola1253
buma1244,Bumaji,byp,language,nucl1801
bumb1241,Bumbita Arapesh,aon,language,arap1279
bumm1238,Bum,bmv,language,mmen1239
bumt1238,Bumthangic,,family,chal1266
bumt1240,Bumthangkha,kjz,language,bumt1238
buna1273,Bu-Nao Bunu,bwx,language,west2803
buna1274,Bunaban,,family,
buna1275,Bunaba,bck,language,buna1274
buna1276,Bunama,bdd,language,buna1279
buna1277,Buna,bvn,language,mari1433
buna1278,Bunak,bfn,language,east2519
buna1279,Bunama-Mwatebu,,family,dobu1240
bund1252,Bundeli-Bharia,,family,west2812
bund1253,Bundeli,bns,language,bund1252
bund1258,Burui-Gaikundi,,family,sawo1235
bung1259,Bung,bqd,language,konj1252
bung1264,Bunganditj,xbg,language,warr1256
bung1265,Bungu,wun,language,mwik1240
bung1268,Bungku-Tolaki,,family,sout2928
bung1269,Bungku,bkz,language,east2490
bung1270,Bungain,but,language,mari1433
bunm1234,Bun-Mundukumo,,family,miya1267
bunn1240,Bun,buv,language,bunm1234
buno1241,Bunoge Dogon,dgb,language,west2779
bunu1267,Bunun,bnn,language,aust1307
buol1237,Buol,blf,language,goro1273
bura1267,Burarra,bvr,language,bure1238
bura1270,Burak-Loo,,family,nort3378
bura1271,Burak,bys,language,bura1270
bura1276,Burate,bti,language,bura1294
bura1292,Bura-Pabir,bwr,language,bura1297
bura1294,Burate-Wate,,family,geel1240
bura1296,Bura-Marghi,,family,marg1267
bura1297,Buraic,,family,bura1296
bura1298,Buram-Saraf,,family,narr1279
burd1238,Burduna,bxn,language,thal1243
bure1237,Burera-Nakara,,family,mani1293
bure1238,Bureran,,family,bure1237
bure1242,Bure,bvh,language,unun9876
buri1258,Buriat,bua,family,khal1273
burj1242,Burji,bji,language,high1285
burm1262,Burma Pyu,pyx,language,uncl1508
burm1263,Burmbar,vrt,language,cent2315
burm1264,Burmeso,bzu,language,
burm1265,Burmo-Qiangic,,family,sino1245
burm1266,Burmish,,family,lolo1265
buru1296,Burushaski,bsk,language,
buru1299,Buru-Angwe,bqw,language,sout3152
buru1301,Burun,bdi,language,luob1235
buru1303,Buru (Indonesia),mhs,language,buru1322
buru1304,Burusu,bqr,language,tidu1238
buru1306,Burum-Mindik,bmu,language,koso1246
buru1307,Burumakok,aip,language,kwer1267
buru1308,Buruwai,asi,language,saba1280
buru1309,Burui,bry,language,bund1258
buru1320,Burunge,bds,language,west2720
buru1321,Buru-Sula-Taliabo,,family,west2817
buru1322,Buruic,,family,sula1247
busa1251,Busam,bxs,language,sout3181
busa1252,Busan,,family,samo1302
busa1253,Busa,bqp,language,boko1265
busa1254,Busami,bsm,language,seru1248
busa1255,Busang Kayan,bfg,language,reja1244
bush1247,Bushoong,buf,language,bush1251
bush1250,Kibosy Kiantalaotsy-Majunga,buc,language,nort3196
bush1251,Bushoong-Wongo-Lele,,family,nkut1239
buso1238,Busoa,bup,language,muni1256
buss1239,Bussa,dox,language,gido1236
busu1244,Busuu,bju,language,sout3152
busu1245,Busu,,family,lowe1411
butb1235,Butbut Kalinga,kyb,language,sout3203
butm1237,Farafi,bnr,language,sout3220
buto1237,Butonic,,family,nucl1573
butu1243,Butuan-Tausug,,family,sout3175
butu1244,Butuanon,btw,language,butu1243
buuu1244,Bu,jid,language,ninz1247
buwa1243,Buwal,bhs,language,buwa1244
buwa1244,Buwal-Gavar,,family,bium1274
buya1244,Buyang,byu,family,east2365
buyu1238,Buyuan Jinuo,jiy,language,jino1236
buyu1239,Buyu,byi,language,buyu1240
buyu1240,Buyu-Holoholo,,family,bemb1260
bwaa1238,Bwa,bww,language,paga1238
bwai1241,Bwaidoga linkage,,family,nort2848
bwai1242,Bwaidoka,bwd,language,bwai1244
bwai1244,Bwaidoka-Iduna,,family,bwai1241
bwak1244,Bwaka,,family,rive1263
bwam1247,Bwamu,,family,bwam1248
bwam1248,Bwamu-Oti-Volta,,family,nort2777
bwam1249,Bwamba-Ngondi-Pande-Mbati-Aka,,family,liko1251
bwan1241,Bwanabwana,tte,language,suau1243
bwan1242,Bwana-Moam-Tapen,,family,yupn1242
bwat1240,Bwatoo,bwa,language,haek1241
bwat1242,Bwatooic,,family,vohk1234
bwek1238,Bwe Karen,bwe,language,geba1236
bwel1238,Bwela,bwl,language,ngir1251
bwil1245,Bwile,bwc,language,malu1252
bwis1242,Bwisi,bwz,language,lumb1252
byan1241,Byangsi,bee,language,darm1242
byep1241,Byep-Besep,mkk,language,nort3375
caac1237,Caac,msq,language,kumn1236
cabe1245,Cabécar,cjp,language,vice1244
cabi1241,Cabiyarí,cbb,language,nort3362
caca1247,Cacaopera,ccr,language,mata1287
caca1250,Cacaloxtepec Mixtec,miu,language,nort3200
cacg1235,Cacgia Roglai,roc,language,chru1240
cacu1241,Kakua,cbv,language,kaku1242
cadd1255,Caddoan,,family,
cadd1256,Caddo,cad,language,cadd1255
cafu1238,Cafundo,ccd,language,braz1247
caga1241,Cagayan Valley,,family,nort3238
caga1242,Cagayan-Baliwon Gaddang,,family,gadd1245
cahi1243,Cahitan,,family,sout3136
cahu1263,Cahuilla-Cupeno,,family,cupa1239
cahu1264,Cahuilla,chl,language,cahu1263
cahu1265,Cahuapanan,,family,
cahu1267,Cahuarano-Iquito,,family,iqui1244
cahu1268,Cahuarano,cah,language,cahu1267
caij1235,Caijia-Baic,,family,macr1275
caja1238,Cajamarca Quechua,qvc,language,caja1240
caja1239,Cajatambo North Lima Quechua,qvl,language,apam1237
caja1240,Cajamarca-Lambayeque Quechua,,family,quec1388
cajo1238,Cajonos Zapotec,zad,language,cajo1239
cajo1239,Cajonosic,,family,nort2987
caju1236,Cajun French,frc,language,cent2283
caka1240,Caka,ckx,language,cent2268
cakc1235,Cakchiquel-Quiché Mixed Language,ckz,language,cakc1245
cakc1244,Cakchiquel-Tzutujil,,family,core1251
cakc1245,Cakchiquel-Quiche,,family,mixe1287
cakf1236,Cakfem-Mushere-Jibyal,cky,language,kofy1243
cala1258,Calamian Tagbanwa,tbk,language,kala1389
cald1236,Calderón Highland Quichua,qud,language,ecua1248
cali1245,California Athabaskan,,family,paci1277
cali1246,Californian Uto-Aztecan,,family,nort2953
call1235,Callawalla,caw,language,quec1390
calo1236,Caló,rmq,language,roma1329
calu1238,Caluyanun,clu,language,data1234
cama1250,Camarines Norte Agta,abd,language,alab1255
came1252,Donga Mambila,mcu,language,east2806
came1254,Cameroon Pidgin,wes,language,nige1258
came1255,Cameroun-Ubangian,,family,nort3149
caml1239,Camling,rab,language,sout2736
camp1261,Campidanese Sardinian,sro,language,sard1257
camp1262,Campalagian,cml,language,bugi1245
cams1241,Camsá,kbh,language,
camt1236,Camtho,cmt,language,zulu1249
camu1235,Camunic,xcc,language,uncl1493
cana1262,Cañar-Azuay-South Chimborazo Highland Quichua,qxr,language,ecua1249
cana1267,Canaanite,,family,nort3165
cand1248,Candoshi-Shapra,cbu,language,
cane1242,Canela-Krahô,ram,language,sout3244
cang1245,Cangin,,family,nort3146
cani1243,Canichana,caz,language,
caol1238,Cao Lan,mlc,language,nort3189
caom1238,Cao Miao,cov,language,nort2734
capa1241,Capanahua,kaq,language,ship1253
capi1239,Capiznon,cps,language,capi1240
capi1240,Capiznon-Ilonggo-Kawayan,,family,peri1261
capp1239,Cappadocian Greek,cpg,language,pont1257
caqu1242,Caquinte,cot,language,asha1241
cara1245,Carabayo,cby,language,uncl1493
cara1270,Cara,cfd,language,benu1249
cara1271,Caramanta,crf,language,unun9901
cara1272,Carapana,cbc,language,pisa1247
cari1274,Carian,xcr,language,luvi1234
cari1275,Caribbean Hindustani,hns,language,bhoj1246
cari1276,Caribbean Javanese,jvn,language,mode1251
cari1279,Carijona,cbd,language,tara1324
cari1281,Caribbean Arawakan,,family,araw1281
cari1283,Cariban,,family,
cari1284,Caribbean English Creole,,family,guin1259
cari1285,Cariban (Unattested),,family,unat1236
carn1240,Car Nicobarese,caq,language,nico1262
caro1242,Carolinian,cal,language,macr1274
caro1243,Carolina Algonquian,crr,language,east2700
carp1235,Central Romani,rmc,language,roma1329
carr1248,Dakelh,,family,carr1250
carr1249,Central Carrier,crx,language,carr1248
carr1250,Carrieric,,family,cent2370
cash1251,Cashibo-Cacataibo,cbr,language,main1279
cash1254,Cashinahua,cbs,language,head1239
casi1235,Casiguran-Nagtipunan Agta,dgc,language,nucl1755
casp1236,Caspian,,family,nort3177
cast1243,Castilic,,family,west2838
casu1237,Casuarina Coast Asmat,asc,language,asma1257
cata1285,Catawban,,family,siou1252
cata1286,Catawba,chc,language,cata1285
cauc1242,Caucasian Tat,,family,fars1254
cavi1250,Cavineña,cav,language,taca1255
caya1244,Cayapa-Colorado,,family,barb1265
cayu1241,Cayuse,xcy,language,
cayu1261,Cayuga,cay,language,nort2947
cayu1262,Cayubaba,cyb,language,
ceba1235,Senari,sef,language,senu1239
cebu1242,Cebuano,ceb,language,bisa1268
cele1242,Celebic,,family,mala1545
celt1247,Celtiberian,xce,language,celt1248
celt1248,Celtic,,family,clas1257
cemp1235,Cem-Pac,,family,vohk1236
cemu1238,Cemuhî,cam,language,cemp1235
cend1238,Cenderawasih Bay,,family,sout3229
cenn1238,Cen,cen,language,izer1242
cent1394,Central Mashan Hmong,hmm,language,mash1238
cent1397,Central Totonacan,,family,toto1252
cent1972,Central Kurdish,ckb,language,kurd1259
cent1973,Central Pashto,pst,language,nucl1276
cent1977,Central Pahari,,family,indo1310
cent1987,Central-Northern Aslian,,family,asli1243
cent1989,Central Khmer,khm,language,khme1253
cent1990,Central Nicobarese,ncb,language,cent2305
cent1992,Central Mnong,cmo,language,sout2691
cent1999,Central Karen,,family,kare1337
cent2004,Central Bai,bca,language,sout3254
cent2005,Core Central Kuki-Chin,,family,cent2330
cent2009,Central Hongshuihe Zhuang,zch,language,nort3189
cent2013,Central Huishui Hmong,hmc,language,huis1239
cent2016,Central Karnic,,family,karn1253
cent2018,Central-Eastern Niger Fulfulde,fuq,language,fula1265
cent2020,Central Mbum,,family,mbum1257
cent2021,Central Bandaic,,family,nucl1797
cent2022,Central Core Bandaic,,family,cent2021
cent2027,Central Upper Cross,,family,uppe1418
cent2028,Central Delta,,family,delt1251
cent2041,Central Grebo,grv,language,gbol1236
cent2043,Central Moru-Madi,,family,moru1252
cent2044,Sara Central,,family,sara1349
cent2045,Jalaa,cet,language,
cent2046,Central Ometo,,family,nort3161
cent2047,Central Mande,,family,mand1431
cent2049,Central Heibanic,,family,west2502
cent2050,Central Kanuri,knc,language,kanu1281
cent2053,South Barisan Malay,pse,language,high1292
cent2058,Central Maewo,mwo,language,maew1234
cent2060,Central Pacific linkage,,family,ocea1241
cent2062,Central Eastern Polynesian,,family,east2449
cent2063,Central Santa Isabel,,family,sant1458
cent2070,Central Papuan Oceanic,,family,peri1258
cent2072,Central Masela,mxz,language,mase1249
cent2079,Central Timoric A,,family,timo1259
cent2080,Central Luzon,,family,mala1545
cent2084,Central Cagayan Agta,agt,language,gadd1245
cent2087,Coastal-Naga Bikol,bcl,language,coas1315
cent2088,Central Manobo,,family,east2742
cent2089,Central Subanen,syb,language,east2769
cent2090,Central Tagbanwa,tgt,language,bata1317
cent2091,Central Palawano,plc,language,nucl1738
cent2092,Central Sama,sml,language,inne1244
cent2094,Lower Baram,,family,bera1263
cent2097,Central-East Berawan,,family,bera1264
cent2098,Central Berawan,zbc,language,cent2097
cent2100,Central Dusun,dtp,language,kada1292
cent2101,Central Melanau,mel,language,mela1255
cent2103,Central East Formosan,,family,east2493
cent2106,Central Western Plains,,family,west2572
cent2110,Central Tariku,,family,tari1255
cent2116,Asmat-Awyu-Ok,,family,nucl1709
cent2117,Central Asmat,cns,language,cent2247
cent2118,Central Awyu,awu,language,mapp1234
cent2120,Chimbu-Wahgi,,family,nucl1709
cent2126,Central Okinawan,ryu,language,okin1244
cent2127,Central Alaskan Yupik,esu,language,yupi1267
cent2128,Central Siberian Yupik,ess,language,yupi1267
cent2129,Central Salish,,family,coas1325
cent2130,Central Numic,,family,numi1242
cent2131,Central Tarahumara,tar,language,tara1321
cent2132,Tlaxcala-Puebla-Central Nahuatl,nhn,language,cent2258
cent2133,Central Puebla Nahuatl,ncx,language,tehu1244
cent2134,Central Huasteca Nahuatl,nch,language,huas1257
cent2136,Central Ojibwa,ojc,language,cent2252
cent2138,Central Pomo,poo,language,nort2965
cent2139,Central Chumashan,,family,sout3132
cent2140,Central Sierra Miwok,csm,language,sier1249
cent2141,Central Quechua I,,family,quec1386
cent2142,Central Aymara,ayr,language,nucl1667
cent2144,Central Mazahua,maz,language,maza1293
cent2145,Central Pame,pbs,language,pame1260
cent2146,Central Core Zapotec,,family,core1259
cent2150,Central Tunebo,tuf,language,tune1260
cent2193,Agaw,,family,cush1243
cent2194,Central Moroccan Berber,tzm,language,atla1275
cent2217,Central Eastern Aramaic,,family,east2680
cent2225,Central Sudanic,,family,
cent2226,Central Maipuran,,family,araw1281
cent2227,Central Dravidian,,family,drav1251
cent2228,Central Iwaidjic,,family,iwai1246
cent2229,Central-Western Kadugli-Krongo,,family,kadu1256
cent2230,Central Atlantic,,family,nort3146
cent2231,Central Gunwinyguan,,family,marn1242
cent2232,Central Nubian,,family,west2781
cent2233,Central Dani,,family,dani1287
cent2234,Central Sepik Hill,,family,sepi1258
cent2235,Central-Eastern Tungusic,,family,east2366
cent2236,Central Semitic,,family,west2786
cent2237,Central-Eastern Malayo-Polynesian,,family,mala1545
cent2238,Central-Northern One,,family,onee1245
cent2240,Central Western Saami,,family,west2390
cent2241,Central Jukunoid,,family,juku1257
cent2242,Central Kainji,,family,kain1275
cent2243,Central Gur,,family,gura1261
cent2245,Central Malayo-Polynesian,,family,cent2237
cent2246,Central Philippine,,family,grea1284
cent2247,Central-Yaosakor Asmat,,family,asma1257
cent2248,Central Ngayarda,,family,ngay1241
cent2250,Central Kiranti,,family,kira1253
cent2251,Central-Southwestern Tai,,family,daic1237
cent2252,Central-Eastern-Southwestern Ojibwa,,family,nucl1723
cent2253,Central Lower Cross,,family,obol1242
cent2254,Central Maluku,,family,cent2245
cent2255,Central and Southern Manobo,,family,mano1276
cent2258,Central Nahuatl,,family,west2809
cent2259,Central Plains Edoid,,family,nort3182
cent2260,Central-Western Bantu,,family,narr1281
cent2261,Central Tivoid,,family,tivo1239
cent2262,Central Tano,,family,tano1248
cent2263,Central Bisayan,,family,bisa1268
cent2264,Central Iran Kermanic,,family,nort3177
cent2265,Central Tatic,,family,tati1244
cent2266,Central Baja Mixtec,,family,mixt1427
cent2267,Central Tivoid A,,family,cent2261
cent2268,Central Tivoid B,,family,cent2261
cent2269,Central Vanuatu,,family,nort3195
cent2270,Central-Eastern South Halmahera,,family,sout3231
cent2272,Central Lower Baram A,,family,cent2094
cent2273,Central Lower Baram B,,family,cent2094
cent2274,Central Kenya Bantu,,family,nort3203
cent2275,Center Ring,,family,cent2385
cent2276,Central Micronesian,,family,micr1244
cent2277,Central-Western Yapen,,family,yape1249
cent2279,Central Eastern Botatwe,,family,lenj1247
cent2282,Central and South Kalinga,,family,kali1311
cent2283,Central Oil,,family,oila1234
cent2284,Central Manenguba,,family,mane1268
cent2285,Central and Southern Nyika,,family,nyik1249
cent2286,Central Kilimanjaro,,family,chag1250
cent2287,Central East Ruvu,,family,east2756
cent2288,Central Luyia,,family,saam1285
cent2289,Central Ambon,,family,ambo1254
